# SYNTHETIC DATASET - GENERATED FOR ACADEMIC DEMONSTRATION ONLY
# This data does NOT represent official Chennai crime statistics.
# Generated by: Chennai Crime Pattern Analyzer (College Capstone Project)
# Fixed seed: 20240101 - Dataset is fully reproducible.
crime_id,date,time,year,month,day_of_week,hour,area,zone,crime_type,severity,latitude,longitude,description,case_status
CMA-002521,2022-11-30,02:05:30,2022,11,Wednesday,2,Mogappair,North West,Cyber Crime,HIGH,13.079542,80.178177,OTP-based fraud reported; victim lost funds,UNDER_INVESTIGATION
CMA-002522,2024-03-15,00:20:01,2024,3,Friday,0,Ashok Nagar,Central,Vandalism,MEDIUM,13.027116,80.216830,Shop shutters damaged overnight,CLOSED
CMA-002523,2020-10-15,21:16:13,2020,10,Thursday,21,Pallavaram,South West,Cyber Crime,HIGH,12.966434,80.147878,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-002524,2023-06-06,20:03:14,2023,6,Tuesday,20,Ashok Nagar,Central,Theft,MEDIUM,13.027702,80.208734,Pickpocketing reported at a busy market,CLOSED
CMA-002525,2023-08-28,21:18:09,2023,8,Monday,21,Adyar,South,Vehicle Theft,LOW,12.997288,80.260451,Vehicle stolen from commercial parking lot,CLOSED
CMA-002526,2023-01-13,02:15:42,2023,1,Friday,2,Perambur,North,Theft,MEDIUM,13.116116,80.236303,Pickpocketing reported at a busy market,CLOSED
CMA-002527,2020-01-31,17:33:05,2020,1,Friday,17,Vadapalani,West Central,Robbery,HIGH,13.045886,80.209693,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-002528,2021-11-01,16:35:38,2021,11,Monday,16,Anna Nagar,North,Vandalism,LOW,13.081714,80.209011,Graffiti and damage reported at public park,UNDER_INVESTIGATION
CMA-002529,2022-04-10,17:16:41,2022,4,Sunday,17,Velachery,South,Assault,LOW,12.979110,80.222684,Assault complaint registered outside residential area,UNDER_INVESTIGATION
CMA-002530,2023-09-16,21:12:44,2023,9,Saturday,21,Nungambakkam,Central,Burglary,MEDIUM,13.059682,80.241615,Commercial premises broken into during non-business hours,UNDER_INVESTIGATION
CMA-002531,2023-07-14,00:35:01,2023,7,Friday,0,Ambattur,North West,Burglary,LOW,13.111293,80.154582,House break-in reported; valuables stolen,CLOSED
CMA-002532,2023-06-04,12:44:29,2023,6,Sunday,12,Porur,West,Theft,HIGH,13.036036,80.160119,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-002533,2020-10-06,04:08:24,2020,10,Tuesday,4,Chromepet,South West,Cyber Crime,LOW,12.954498,80.142256,Online banking fraud reported,UNDER_INVESTIGATION
CMA-002534,2024-06-23,05:11:15,2024,6,Sunday,5,Porur,West,Robbery,HIGH,13.033831,80.160721,Armed robbery at a small business,CLOSED
CMA-002535,2020-09-26,13:38:58,2020,9,Saturday,13,T Nagar,Central,Theft,LOW,13.042420,80.237778,Pickpocketing reported at a busy market,CLOSED
CMA-002536,2023-05-15,04:40:34,2023,5,Monday,4,Mogappair,North West,Burglary,MEDIUM,13.079622,80.173429,Commercial premises broken into during non-business hours,CLOSED
CMA-002537,2021-10-28,11:37:47,2021,10,Thursday,11,Velachery,South,Vehicle Theft,MEDIUM,12.978244,80.222432,Motorcycle stolen during market visit,CLOSED
CMA-002538,2023-10-31,17:28:55,2023,10,Tuesday,17,Chromepet,South West,Vehicle Theft,MEDIUM,12.952633,80.147649,Vehicle stolen from commercial parking lot,CLOSED
CMA-002539,2022-05-28,00:34:19,2022,5,Saturday,0,Ambattur,North West,Vandalism,HIGH,13.117930,80.152981,Shop shutters damaged overnight,UNDER_INVESTIGATION
CMA-002540,2022-07-01,17:18:56,2022,7,Friday,17,Chromepet,South West,Fraud,MEDIUM,12.952730,80.140148,Job offer scam reported,CLOSED
CMA-002541,2022-06-20,20:09:23,2022,6,Monday,20,Anna Nagar,North,Theft,LOW,13.086739,80.213271,Theft of personal belongings in a public area,CLOSED
CMA-002542,2024-01-10,00:14:12,2024,1,Wednesday,0,Mylapore,Central,Cyber Crime,MEDIUM,13.038641,80.267869,Online banking fraud reported,CLOSED
CMA-002543,2020-09-28,19:01:11,2020,9,Monday,19,Mylapore,Central,Assault,HIGH,13.036574,80.267779,Assault complaint registered outside residential area,UNDER_INVESTIGATION
CMA-002544,2023-12-11,00:35:35,2023,12,Monday,0,Porur,West,Chain Snatching,MEDIUM,13.037425,80.162079,Chain snatching reported near temple premises,CLOSED
CMA-002545,2020-10-09,21:52:30,2020,10,Friday,21,Nungambakkam,Central,Vehicle Theft,LOW,13.059078,80.240055,Vehicle stolen from commercial parking lot,CLOSED
CMA-002546,2021-08-24,17:54:46,2021,8,Tuesday,17,Perambur,North,Burglary,MEDIUM,13.115994,80.234913,House break-in reported; valuables stolen,UNDER_INVESTIGATION
CMA-002547,2022-08-23,12:08:19,2022,8,Tuesday,12,Kodambakkam,West Central,Theft,LOW,13.049631,80.226910,Pickpocketing reported at a busy market,CLOSED
CMA-002548,2023-11-18,19:25:08,2023,11,Saturday,19,Triplicane,Central,Cyber Crime,MEDIUM,13.054255,80.280409,Online banking fraud reported,CLOSED
CMA-002549,2024-01-09,14:02:22,2024,1,Tuesday,14,Perambur,North,Theft,LOW,13.117128,80.230574,Pickpocketing reported at a busy market,CLOSED
CMA-002550,2021-04-03,09:50:09,2021,4,Saturday,9,Mylapore,Central,Fraud,LOW,13.033956,80.265893,Real-estate fraud complaint registered,CLOSED
CMA-002551,2022-08-19,23:06:15,2022,8,Friday,23,Vadapalani,West Central,Theft,MEDIUM,13.053171,80.212263,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-002552,2022-01-13,13:16:12,2022,1,Thursday,13,Royapettah,Central,Theft,HIGH,13.051483,80.261591,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-002553,2021-08-14,09:36:31,2021,8,Saturday,9,Guindy,Central,Assault,HIGH,13.004130,80.216450,Assault during a road-rage incident,CLOSED
CMA-002554,2024-03-18,18:50:05,2024,3,Monday,18,Avadi,North West,Cyber Crime,HIGH,13.119545,80.103002,OTP-based fraud reported; victim lost funds,UNDER_INVESTIGATION
CMA-002555,2020-08-11,03:38:37,2020,8,Tuesday,3,Vadapalani,West Central,Theft,HIGH,13.047705,80.212476,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-002556,2023-12-02,09:40:04,2023,12,Saturday,9,Anna Nagar,North,Robbery,LOW,13.089456,80.211717,Robbery at ATM vicinity,CLOSED
CMA-002557,2023-03-21,03:44:16,2023,3,Tuesday,3,Anna Nagar,North,Cyber Crime,LOW,13.088672,80.215009,OTP-based fraud reported; victim lost funds,CLOSED
CMA-002558,2023-10-22,02:35:24,2023,10,Sunday,2,Adyar,South,Vehicle Theft,LOW,12.998809,80.258081,Car theft reported from residential street,CLOSED
CMA-002559,2022-09-04,17:29:11,2022,9,Sunday,17,Velachery,South,Burglary,LOW,12.983402,80.216240,Commercial premises broken into during non-business hours,CLOSED
CMA-002560,2021-09-09,04:22:21,2021,9,Thursday,4,Porur,West,Cyber Crime,HIGH,13.031994,80.153628,OTP-based fraud reported; victim lost funds,CLOSED
CMA-002561,2022-08-13,00:15:18,2022,8,Saturday,0,Vadapalani,West Central,Theft,MEDIUM,13.047670,80.211663,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-002562,2023-02-08,20:31:33,2023,2,Wednesday,20,Adyar,South,Vehicle Theft,MEDIUM,12.996247,80.260238,Two-wheeler reported stolen from parking area,CLOSED
CMA-002563,2021-09-07,01:54:24,2021,9,Tuesday,1,Egmore,Central,Theft,LOW,13.071246,80.265366,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-002564,2021-08-14,01:15:52,2021,8,Saturday,1,Ashok Nagar,Central,Theft,HIGH,13.026066,80.213175,Pickpocketing reported at a busy market,CLOSED
CMA-002565,2024-10-21,18:17:53,2024,10,Monday,18,Pallavaram,South West,Assault,MEDIUM,12.967200,80.150928,Physical altercation reported in public area,CLOSED
CMA-002566,2022-10-20,01:31:39,2022,10,Thursday,1,Triplicane,Central,Theft,LOW,13.054044,80.272576,Petty theft reported near a commercial establishment,CLOSED
CMA-002567,2021-08-13,16:26:05,2021,8,Friday,16,Kodambakkam,West Central,Theft,HIGH,13.056369,80.227308,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-002568,2024-07-02,08:04:21,2024,7,Tuesday,8,Royapettah,Central,Vandalism,LOW,13.053906,80.263414,Graffiti and damage reported at public park,UNDER_INVESTIGATION
CMA-002569,2020-02-19,19:49:20,2020,2,Wednesday,19,Pallavaram,South West,Vandalism,LOW,12.971342,80.144954,Public property damaged by unknown persons,CLOSED
CMA-002570,2023-01-20,18:30:53,2023,1,Friday,18,Pallavaram,South West,Vandalism,LOW,12.966823,80.152679,Shop shutters damaged overnight,UNDER_INVESTIGATION
CMA-002571,2022-03-13,23:08:46,2022,3,Sunday,23,Pallavaram,South West,Burglary,LOW,12.970369,80.151428,Commercial premises broken into during non-business hours,CLOSED
CMA-002572,2022-11-23,18:49:39,2022,11,Wednesday,18,Saidapet,Central,Theft,HIGH,13.024864,80.222535,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-002573,2022-04-11,06:10:24,2022,4,Monday,6,T Nagar,Central,Assault,HIGH,13.045947,80.229493,Assault complaint registered outside residential area,CLOSED
CMA-002574,2022-06-12,03:33:39,2022,6,Sunday,3,Anna Nagar,North,Assault,LOW,13.088657,80.208134,Assault complaint registered outside residential area,UNDER_INVESTIGATION
CMA-002575,2023-06-16,17:30:29,2023,6,Friday,17,Saidapet,Central,Cyber Crime,LOW,13.016978,80.227032,Online banking fraud reported,UNDER_INVESTIGATION
CMA-002576,2022-11-19,15:32:57,2022,11,Saturday,15,Adyar,South,Vehicle Theft,LOW,12.999947,80.255568,Motorcycle stolen during market visit,CLOSED
CMA-002577,2024-10-05,09:52:27,2024,10,Saturday,9,Ashok Nagar,Central,Harassment,LOW,13.031745,80.212024,Harassment incident near public transport stop,CLOSED
CMA-002578,2022-05-20,19:57:34,2022,5,Friday,19,Guindy,Central,Fraud,LOW,13.010394,80.225541,Job offer scam reported,UNDER_INVESTIGATION
CMA-002579,2021-09-30,18:23:09,2021,9,Thursday,18,Red Hills,North,Theft,LOW,13.183472,80.178060,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-002580,2021-12-01,00:39:24,2021,12,Wednesday,0,Mylapore,Central,Theft,MEDIUM,13.039348,80.263808,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-002581,2021-05-13,06:37:37,2021,5,Thursday,6,Velachery,South,Robbery,MEDIUM,12.976542,80.216197,Armed robbery at a small business,CLOSED
CMA-002582,2022-12-04,21:24:52,2022,12,Sunday,21,Thoraipakkam,South East,Theft,HIGH,12.922851,80.229282,Pickpocketing reported at a busy market,CLOSED
CMA-002583,2023-08-05,23:24:28,2023,8,Saturday,23,Perambur,North,Fraud,LOW,13.109956,80.237523,Job offer scam reported,CLOSED
CMA-002584,2021-09-27,23:01:42,2021,9,Monday,23,T Nagar,Central,Vehicle Theft,LOW,13.038668,80.237137,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-002585,2023-02-10,22:09:54,2023,2,Friday,22,Guindy,Central,Assault,HIGH,13.009703,80.218737,Physical altercation reported in public area,CLOSED
CMA-002586,2022-11-24,03:17:48,2022,11,Thursday,3,Perambur,North,Theft,MEDIUM,13.115031,80.235339,Theft of personal belongings in a public area,CLOSED
CMA-002587,2024-10-24,00:48:52,2024,10,Thursday,0,Vadapalani,West Central,Vehicle Theft,MEDIUM,13.054963,80.211430,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-002588,2023-06-12,12:46:52,2023,6,Monday,12,T Nagar,Central,Fraud,LOW,13.037861,80.230448,Investment fraud complaint; victim lost savings,CLOSED
CMA-002589,2021-10-27,00:56:28,2021,10,Wednesday,0,Anna Nagar,North,Assault,LOW,13.080282,80.209747,Physical altercation at a commercial venue,CLOSED
CMA-002590,2020-10-09,14:07:43,2020,10,Friday,14,Royapettah,Central,Theft,LOW,13.047502,80.257260,Shoplifting incident at a retail store,CLOSED
CMA-002591,2024-05-05,06:13:23,2024,5,Sunday,6,Guindy,Central,Theft,MEDIUM,13.002100,80.216009,Theft of personal belongings in a public area,CLOSED
CMA-002592,2020-01-15,03:52:22,2020,1,Wednesday,3,Mogappair,North West,Theft,MEDIUM,13.078324,80.173130,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-002593,2024-01-06,11:23:51,2024,1,Saturday,11,Triplicane,Central,Robbery,HIGH,13.061827,80.274011,Armed robbery at a small business,CLOSED
CMA-002594,2021-01-19,18:07:15,2021,1,Tuesday,18,Sholinganallur,South East,Burglary,MEDIUM,12.902026,80.223785,Residential burglary reported; entry through rear window,CLOSED
CMA-002595,2020-06-22,19:21:57,2020,6,Monday,19,Kodambakkam,West Central,Theft,MEDIUM,13.053694,80.222565,Theft of personal belongings in a public area,CLOSED
CMA-002596,2020-08-26,09:25:49,2020,8,Wednesday,9,T Nagar,Central,Theft,LOW,13.040542,80.231571,Pickpocketing reported at a busy market,CLOSED
CMA-002597,2024-10-17,21:51:51,2024,10,Thursday,21,Anna Nagar,North,Chain Snatching,MEDIUM,13.086448,80.211375,Chain snatching reported near temple premises,UNDER_INVESTIGATION
CMA-002598,2021-07-06,18:52:54,2021,7,Tuesday,18,Porur,West,Vehicle Theft,LOW,13.035804,80.156793,Motorcycle stolen during market visit,CLOSED
CMA-002599,2021-11-29,01:57:51,2021,11,Monday,1,Pallavaram,South West,Theft,MEDIUM,12.963427,80.148465,Petty theft reported near a commercial establishment,CLOSED
CMA-002600,2020-12-10,07:07:39,2020,12,Thursday,7,Tambaram,South West,Burglary,LOW,12.927378,80.100131,Residential burglary reported; entry through rear window,CLOSED
CMA-002601,2021-03-25,14:14:27,2021,3,Thursday,14,Red Hills,North,Chain Snatching,HIGH,13.189001,80.178910,Victim's necklace snatched at roadside,UNDER_INVESTIGATION
CMA-002602,2021-05-11,19:09:58,2021,5,Tuesday,19,Ambattur,North West,Theft,LOW,13.116331,80.159439,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-002603,2023-05-11,08:10:57,2023,5,Thursday,8,Kodambakkam,West Central,Theft,LOW,13.054742,80.224123,Theft of personal belongings in a public area,CLOSED
CMA-002604,2023-05-23,02:31:48,2023,5,Tuesday,2,T Nagar,Central,Burglary,MEDIUM,13.039343,80.235947,Residential burglary reported; entry through rear window,CLOSED
CMA-002605,2022-01-20,17:17:39,2022,1,Thursday,17,Sholinganallur,South East,Theft,MEDIUM,12.901332,80.225130,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-002606,2020-04-06,07:23:09,2020,4,Monday,7,Royapettah,Central,Theft,LOW,13.050181,80.264479,Shoplifting incident at a retail store,CLOSED
CMA-002607,2020-05-30,17:24:59,2020,5,Saturday,17,Kodambakkam,West Central,Cyber Crime,HIGH,13.049850,80.220798,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-002608,2023-06-08,21:38:41,2023,6,Thursday,21,Perambur,North,Theft,LOW,13.113448,80.236094,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-002609,2023-11-22,00:08:49,2023,11,Wednesday,0,T Nagar,Central,Assault,MEDIUM,13.044799,80.236023,Physical altercation at a commercial venue,CLOSED
CMA-002610,2021-10-07,06:41:17,2021,10,Thursday,6,Mogappair,North West,Burglary,LOW,13.078285,80.175543,Office premises burglarised overnight,CLOSED
CMA-002611,2021-12-16,10:26:58,2021,12,Thursday,10,Anna Nagar,North,Theft,MEDIUM,13.088488,80.209998,Shoplifting incident at a retail store,CLOSED
CMA-002612,2022-04-17,02:44:07,2022,4,Sunday,2,Anna Nagar,North,Assault,LOW,13.081970,80.213793,Assault during a road-rage incident,CLOSED
CMA-002613,2020-11-30,17:34:14,2020,11,Monday,17,Mogappair,North West,Cyber Crime,MEDIUM,13.087148,80.181300,OTP-based fraud reported; victim lost funds,CLOSED
CMA-002614,2020-12-23,17:39:16,2020,12,Wednesday,17,Egmore,Central,Cyber Crime,LOW,13.073634,80.262749,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-002615,2022-11-04,18:46:19,2022,11,Friday,18,Tambaram,South West,Vehicle Theft,LOW,12.922642,80.102048,Car theft reported from residential street,CLOSED
CMA-002616,2020-05-27,18:46:03,2020,5,Wednesday,18,Sholinganallur,South East,Robbery,LOW,12.905182,80.226809,Robbery at ATM vicinity,CLOSED
CMA-002617,2020-10-04,06:15:29,2020,10,Sunday,6,Ambattur,North West,Fraud,LOW,13.117752,80.156743,Investment fraud complaint; victim lost savings,UNDER_INVESTIGATION
CMA-002618,2020-10-26,20:04:47,2020,10,Monday,20,Kodambakkam,West Central,Vehicle Theft,LOW,13.054360,80.227454,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-002619,2021-05-03,20:26:10,2021,5,Monday,20,Adyar,South,Fraud,MEDIUM,12.996519,80.259575,Cheating complaint filed against unknown person,CLOSED
CMA-002620,2021-07-05,21:16:58,2021,7,Monday,21,Mogappair,North West,Theft,LOW,13.085512,80.178231,Pickpocketing reported at a busy market,CLOSED
CMA-002621,2022-03-19,18:13:21,2022,3,Saturday,18,Mogappair,North West,Fraud,LOW,13.083687,80.179724,Investment fraud complaint; victim lost savings,CLOSED
CMA-002622,2020-07-26,21:09:26,2020,7,Sunday,21,Saidapet,Central,Theft,LOW,13.022218,80.221974,Theft of personal belongings in a public area,CLOSED
CMA-002623,2020-06-28,00:04:42,2020,6,Sunday,0,Tambaram,South West,Assault,LOW,12.922294,80.098999,Physical altercation at a commercial venue,UNDER_INVESTIGATION
CMA-002624,2020-02-15,19:36:57,2020,2,Saturday,19,Mylapore,Central,Fraud,HIGH,13.037598,80.268528,Job offer scam reported,CLOSED
CMA-002625,2020-11-21,05:53:58,2020,11,Saturday,5,Porur,West,Theft,HIGH,13.031686,80.158551,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-002626,2023-06-20,03:35:48,2023,6,Tuesday,3,Pallavaram,South West,Fraud,MEDIUM,12.969455,80.145382,Job offer scam reported,CLOSED
CMA-002627,2024-03-04,03:03:26,2024,3,Monday,3,Mylapore,Central,Fraud,MEDIUM,13.036017,80.272462,Investment fraud complaint; victim lost savings,UNDER_INVESTIGATION
CMA-002628,2024-05-26,21:13:41,2024,5,Sunday,21,T Nagar,Central,Theft,MEDIUM,13.038595,80.231034,Petty theft reported near a commercial establishment,CLOSED
CMA-002629,2022-10-04,18:59:55,2022,10,Tuesday,18,Thoraipakkam,South East,Cyber Crime,HIGH,12.923592,80.226546,Social media impersonation complaint,CLOSED
CMA-002630,2021-12-23,18:21:10,2021,12,Thursday,18,Chromepet,South West,Theft,MEDIUM,12.950317,80.148573,Shoplifting incident at a retail store,CLOSED
CMA-002631,2022-01-24,05:33:44,2022,1,Monday,5,Saidapet,Central,Cyber Crime,MEDIUM,13.025062,80.227575,Social media impersonation complaint,CLOSED
CMA-002632,2022-03-09,02:17:34,2022,3,Wednesday,2,Tambaram,South West,Burglary,MEDIUM,12.927750,80.103348,Commercial premises broken into during non-business hours,UNDER_INVESTIGATION
CMA-002633,2021-02-12,22:33:27,2021,2,Friday,22,Porur,West,Theft,LOW,13.036245,80.154106,Pickpocketing reported at a busy market,CLOSED
CMA-002634,2021-07-21,13:25:11,2021,7,Wednesday,13,Ambattur,North West,Fraud,HIGH,13.113777,80.154973,Investment fraud complaint; victim lost savings,CLOSED
CMA-002635,2023-01-29,06:44:06,2023,1,Sunday,6,Guindy,Central,Vehicle Theft,LOW,13.006959,80.217543,Motorcycle stolen during market visit,CLOSED
CMA-002636,2021-09-19,21:56:47,2021,9,Sunday,21,Saidapet,Central,Assault,HIGH,13.024235,80.220816,Assault during a road-rage incident,CLOSED
CMA-002637,2024-06-25,01:01:55,2024,6,Tuesday,1,Royapettah,Central,Burglary,LOW,13.048808,80.260965,Commercial premises broken into during non-business hours,CLOSED
CMA-002638,2024-10-01,23:15:24,2024,10,Tuesday,23,Porur,West,Harassment,MEDIUM,13.038203,80.157710,Stalking and harassment complaint filed,UNDER_INVESTIGATION
CMA-002639,2021-08-08,20:09:28,2021,8,Sunday,20,Nungambakkam,Central,Chain Snatching,HIGH,13.054487,80.246797,Chain snatching reported near temple premises,CLOSED
CMA-002640,2021-09-22,02:56:19,2021,9,Wednesday,2,Vadapalani,West Central,Chain Snatching,MEDIUM,13.054673,80.214039,Chain snatching reported near temple premises,UNDER_INVESTIGATION
CMA-002641,2022-09-01,04:31:44,2022,9,Thursday,4,Royapettah,Central,Fraud,LOW,13.050616,80.263644,Investment fraud complaint; victim lost savings,CLOSED
CMA-002642,2020-01-16,00:34:24,2020,1,Thursday,0,Mylapore,Central,Harassment,MEDIUM,13.038916,80.270527,Verbal harassment complaint registered,UNDER_INVESTIGATION
CMA-002643,2022-06-19,17:52:27,2022,6,Sunday,17,Adyar,South,Chain Snatching,LOW,13.003980,80.252564,Chain snatching incident on busy street,CLOSED
CMA-002644,2022-09-17,21:11:12,2022,9,Saturday,21,Anna Nagar,North,Robbery,MEDIUM,13.085030,80.211001,Robbery at ATM vicinity,CLOSED
CMA-002645,2023-10-21,22:21:16,2023,10,Saturday,22,Adyar,South,Vandalism,HIGH,13.005385,80.251544,Shop shutters damaged overnight,CLOSED
CMA-002646,2020-04-22,03:55:32,2020,4,Wednesday,3,Chromepet,South West,Robbery,LOW,12.949450,80.145524,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-002647,2022-04-26,02:07:02,2022,4,Tuesday,2,Ashok Nagar,Central,Vehicle Theft,MEDIUM,13.027482,80.214489,Vehicle stolen from commercial parking lot,CLOSED
CMA-002648,2020-10-20,02:45:37,2020,10,Tuesday,2,Adyar,South,Assault,LOW,12.999766,80.253912,Physical altercation reported in public area,CLOSED
CMA-002649,2020-01-11,02:55:25,2020,1,Saturday,2,Porur,West,Theft,LOW,13.033174,80.160602,Shoplifting incident at a retail store,CLOSED
CMA-002650,2022-09-28,19:32:35,2022,9,Wednesday,19,Saidapet,Central,Harassment,MEDIUM,13.019879,80.229285,Harassment complaint registered; offender fled,CLOSED
CMA-002651,2021-04-10,14:03:55,2021,4,Saturday,14,Guindy,Central,Harassment,LOW,13.007239,80.224296,Stalking and harassment complaint filed,CLOSED
CMA-002652,2022-06-27,17:16:18,2022,6,Monday,17,Mylapore,Central,Fraud,MEDIUM,13.037451,80.265512,Real-estate fraud complaint registered,UNDER_INVESTIGATION
CMA-002653,2024-07-04,19:52:31,2024,7,Thursday,19,Velachery,South,Robbery,MEDIUM,12.978398,80.222618,Street robbery reported; victim confronted by perpetrators,UNDER_INVESTIGATION
CMA-002654,2020-11-21,19:06:40,2020,11,Saturday,19,Pallavaram,South West,Vehicle Theft,HIGH,12.963799,80.146879,Motorcycle stolen during market visit,CLOSED
CMA-002655,2024-01-05,03:15:17,2024,1,Friday,3,Mogappair,North West,Theft,MEDIUM,13.080589,80.174403,Pickpocketing reported at a busy market,CLOSED
CMA-002656,2021-10-07,17:22:30,2021,10,Thursday,17,Mogappair,North West,Fraud,MEDIUM,13.078754,80.173022,Job offer scam reported,UNDER_INVESTIGATION
CMA-002657,2021-05-15,18:40:33,2021,5,Saturday,18,Mylapore,Central,Robbery,HIGH,13.037566,80.270557,Robbery at ATM vicinity,UNDER_INVESTIGATION
CMA-002658,2020-10-07,02:49:22,2020,10,Wednesday,2,Velachery,South,Fraud,HIGH,12.977371,80.216208,Job offer scam reported,CLOSED
CMA-002659,2022-08-04,02:21:45,2022,8,Thursday,2,Velachery,South,Fraud,HIGH,12.986028,80.216698,Real-estate fraud complaint registered,CLOSED
CMA-002660,2024-07-18,21:24:47,2024,7,Thursday,21,Kodambakkam,West Central,Vehicle Theft,MEDIUM,13.056892,80.222627,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-002661,2024-06-15,21:44:31,2024,6,Saturday,21,Royapettah,Central,Vehicle Theft,LOW,13.053046,80.257365,Car theft reported from residential street,CLOSED
CMA-002662,2023-06-10,21:07:01,2023,6,Saturday,21,Perambur,North,Theft,MEDIUM,13.116834,80.229485,Shoplifting incident at a retail store,CLOSED
CMA-002663,2020-06-06,00:20:01,2020,6,Saturday,0,Tambaram,South West,Vehicle Theft,MEDIUM,12.922477,80.100449,Car theft reported from residential street,CLOSED
CMA-002664,2023-01-06,09:58:36,2023,1,Friday,9,Porur,West,Robbery,HIGH,13.033412,80.156186,Robbery at ATM vicinity,CLOSED
CMA-002665,2022-09-14,00:26:52,2022,9,Wednesday,0,Nungambakkam,Central,Theft,HIGH,13.057948,80.241596,Theft of personal belongings in a public area,CLOSED
CMA-002666,2021-05-27,12:01:13,2021,5,Thursday,12,Egmore,Central,Cyber Crime,MEDIUM,13.071691,80.265639,OTP-based fraud reported; victim lost funds,CLOSED
CMA-002667,2024-06-15,18:53:59,2024,6,Saturday,18,Pallavaram,South West,Burglary,MEDIUM,12.971667,80.145008,Commercial premises broken into during non-business hours,CLOSED
CMA-002668,2023-09-24,02:16:36,2023,9,Sunday,2,Royapettah,Central,Burglary,MEDIUM,13.055421,80.255846,Office premises burglarised overnight,CLOSED
CMA-002669,2023-03-24,18:30:00,2023,3,Friday,18,Nungambakkam,Central,Fraud,LOW,13.057605,80.246200,Real-estate fraud complaint registered,CLOSED
CMA-002670,2024-07-31,01:19:15,2024,7,Wednesday,1,Egmore,Central,Vandalism,LOW,13.077363,80.262275,Public property damaged by unknown persons,CLOSED
CMA-002671,2021-12-22,05:38:05,2021,12,Wednesday,5,Ambattur,North West,Burglary,HIGH,13.111592,80.156509,Office premises burglarised overnight,CLOSED
CMA-002672,2024-05-04,04:04:19,2024,5,Saturday,4,Sholinganallur,South East,Burglary,LOW,12.902359,80.224228,House break-in reported; valuables stolen,CLOSED
CMA-002673,2021-02-14,19:35:25,2021,2,Sunday,19,Pallavaram,South West,Burglary,HIGH,12.971093,80.153112,Residential burglary reported; entry through rear window,CLOSED
CMA-002674,2022-10-29,17:59:36,2022,10,Saturday,17,Red Hills,North,Theft,MEDIUM,13.189644,80.181796,Shoplifting incident at a retail store,CLOSED
CMA-002675,2020-05-11,12:58:26,2020,5,Monday,12,Pallavaram,South West,Theft,MEDIUM,12.967630,80.145202,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-002676,2024-08-04,17:30:10,2024,8,Sunday,17,Tambaram,South West,Vehicle Theft,LOW,12.925401,80.103400,Car theft reported from residential street,CLOSED
CMA-002677,2022-04-18,23:37:36,2022,4,Monday,23,Velachery,South,Robbery,HIGH,12.980499,80.217232,Robbery at ATM vicinity,UNDER_INVESTIGATION
CMA-002678,2023-10-01,12:11:23,2023,10,Sunday,12,Guindy,Central,Robbery,MEDIUM,13.009382,80.219283,Robbery at ATM vicinity,CLOSED
CMA-002679,2020-12-21,16:43:40,2020,12,Monday,16,Anna Nagar,North,Vehicle Theft,LOW,13.080648,80.214115,Motorcycle stolen during market visit,CLOSED
CMA-002680,2024-01-24,11:15:30,2024,1,Wednesday,11,Vadapalani,West Central,Vehicle Theft,LOW,13.046644,80.213319,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-002681,2024-05-07,19:53:23,2024,5,Tuesday,19,Egmore,Central,Harassment,LOW,13.072088,80.263242,Stalking and harassment complaint filed,CLOSED
CMA-002682,2021-03-05,17:41:38,2021,3,Friday,17,Chromepet,South West,Burglary,LOW,12.947419,80.144493,Residential burglary reported; entry through rear window,UNDER_INVESTIGATION
CMA-002683,2024-07-13,08:48:47,2024,7,Saturday,8,Saidapet,Central,Theft,LOW,13.020144,80.220029,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
